"Date","Alameda","Alpine","Amador","Butte","Calaveras","Colusa","Contra Costa","Del Norte","El Dorado","Fresno","Glenn","Humboldt","Imperial","Inyo","Kern","Kings","Lake","Lassen","Los Angeles","Madera","Marin","Mariposa","Mendocino","Merced","Modoc","Mono","Monterey","Napa","Nevada","Orange","Placer","Plumas","Riverside","Sacramento","San Benito","San Bernardino","San Diego","San Francisco","San Joaquin","San Luis Obispo","San Mateo","Santa Barbara","Santa Clara","Santa Cruz","Shasta","Sierra","Siskiyou","Solano","Sonoma","Stanislaus","Sutter","Tehama","Trinity","Tulare","Tuolumne","Ventura","Yolo","Yuba"
"4.17.20",62,0,0,0,1,0,12,0,1,26,0,5,3,0,13,3,0,0,546,0,19,0,0,4,0,0,3,2,0,370,1,0,167,17,2,87,71,51,11,3,23,18,45,2,1,0,0,11,22,16,0,0,0,65,0,14,19,0
"4.18.20",43,0,0,0,1,0,34,0,1,4,0,0,2,0,32,2,0,0,621,0,4,0,0,2,0,0,16,3,0,40,0,0,177,19,2,26,55,54,36,13,53,23,28,2,0,0,0,2,1,15,0,0,0,15,0,18,1,0
"4.19.20",49,0,0,0,0,0,10,0,0,7,0,1,7,0,13,0,0,0,320,0,1,0,0,3,0,1,5,0,0,25,1,0,59,11,0,7,55,9,12,3,24,5,16,2,0,0,0,0,4,5,0,0,0,6,0,2,2,0
"4.20.20",47,0,0,0,0,0,22,0,0,30,0,0,5,0,20,2,0,0,1482,1,6,0,1,3,0,0,7,6,0,70,1,0,161,12,3,82,57,70,18,0,45,11,42,4,0,0,0,10,6,7,1,0,0,10,0,8,5,0
"4.21.20",53,0,0,0,0,0,13,0,0,16,0,0,16,1,28,9,0,0,1330,2,2,0,0,1,0,0,4,3,2,70,1,0,154,17,0,155,109,9,25,2,43,26,23,2,0,0,0,8,4,7,0,0,0,9,0,29,18,0
"4.22.20",41,0,0,0,0,0,6,0,3,16,0,0,5,0,12,0,0,0,1294,0,0,0,0,3,0,0,3,0,0,125,0,0,191,18,0,65,57,23,15,8,12,23,26,2,0,0,0,2,3,12,0,0,0,15,0,10,4,0
"4.23.20",61,0,1,0,0,0,14,0,0,38,0,0,11,1,16,0,0,0,1090,0,7,0,0,6,0,0,7,1,0,80,3,0,113,19,0,40,152,57,17,4,25,8,27,4,1,0,0,1,2,7,2,0,0,15,0,14,4,0
"4.24.20",49,0,0,0,0,0,20,0,2,23,1,0,51,1,36,2,0,0,1008,2,2,0,0,4,0,0,6,0,0,88,1,0,110,31,2,63,183,33,5,5,34,5,30,1,1,0,0,7,12,19,0,0,0,19,0,10,4,0
"4.25.20",11,0,0,1,0,0,15,0,0,10,0,0,0,0,20,3,0,0,588,0,4,0,0,1,0,0,6,1,1,57,0,0,0,6,0,8,117,0,13,8,50,7,19,1,1,0,0,0,0,3,0,0,0,19,0,5,2,0
"4.26.20",53,0,0,0,1,0,9,1,0,18,0,0,40,0,54,0,0,0,434,0,10,0,0,1,0,0,9,2,0,45,4,0,257,12,0,6,100,58,17,6,16,7,53,4,0,0,0,2,17,18,2,0,0,19,1,15,1,0
